File,Bearing_1_RMS,Bearing_1_Peak,Bearing_1_STD,Bearing_1_Kurtosis,Bearing_1_Crest,Bearing_2_RMS,Bearing_2_Peak,Bearing_2_STD,Bearing_2_Kurtosis,Bearing_2_Crest,Bearing_3_RMS,Bearing_3_Peak,Bearing_3_STD,Bearing_3_Kurtosis,Bearing_3_Crest,Bearing_4_RMS,Bearing_4_Peak,Bearing_4_STD,Bearing_4_Kurtosis,Bearing_4_Crest
2004.02.12.12.12.39,0.07924111648011797,0.415,0.07922086801763631,0.4552119318712826,5.237180121056545,0.09514610526793123,0.4,0.095126415920872,0.1700577747770562,4.204060679873347,0.10602371468766728,0.61,0.1060045264208745,1.1014436437540747,5.753429803860244,0.05552349455199686,0.291,0.05543830376832594,0.1744089633248347,5.241024585141758
2004.02.12.12.22.39,0.077638908086269,0.474,0.07762333368719883,0.6415150749455005,6.105186325821477,0.09332906725625129,0.415,0.09330818738788033,0.05914761962362114,4.446631817936687,0.10460412281437871,0.867,0.10458645271002917,1.6360985486862392,8.288392241847886,0.054774163029177134,0.276,0.05470372691209224,0.11005504146137568,5.038872065520749
2004.02.12.12.32.39,0.07740458087623109,0.4,0.07736575740151472,0.3647260382142652,5.167652811654581,0.09438051851622042,0.615,0.09436361497175377,0.2904622065873399,6.516175262316501,0.10442234914975398,0.615,0.10440576658070336,1.1545225133803472,5.889543809419738,0.05468983164672273,0.234,0.05459959426227253,0.04491899115284825,4.278674718027266
2004.02.12.12.42.39,0.07986468720103242,0.432,0.0798579935762908,0.5982531546782233,5.409149088790465,0.09484019788447104,0.417,0.09483180934131483,0.10632066193073397,4.39686977992144,0.10489408069125017,0.684,0.10487944085082106,1.5414655991864716,6.520863670213342,0.0562540167836651,0.266,0.05617946112741922,0.10238368110662721,4.72855122546983
2004.02.12.12.52.39,0.07921698007145074,0.422,0.07918146190235577,0.5511103583412886,5.327140716792938,0.09478245161824854,0.461,0.09476723559538777,0.14024854233672546,4.863769528316815,0.10366273438415563,0.691,0.10365067067184909,1.215237462759629,6.665847704144838,0.05563200491356684,0.227,0.05554911289672037,0.07990004520874194,4.080385029313263
2004.02.12.13.02.39,0.07866177721938719,0.371,0.07864707093207614,0.5530516614826197,4.716394837676797,0.09463108158296882,0.513,0.094623202924104,0.19598682545266177,5.421051851237923,0.10472389176238331,0.725,0.10470795711576546,1.3682988461680416,6.922966553277187,0.056322874235157555,0.291,0.056228963720164934,0.19387118398007352,5.166639734773222
2004.02.12.13.12.39,0.07845338360094803,0.439,0.07842744893849103,0.47996609907349486,5.59567962336675,0.09569390236174273,0.476,0.09568609375701002,0.16584819519362304,4.9741936346228375,0.10870793053018833,0.962,0.10869576828373574,2.0724590260877376,8.849400363967478,0.056179606561094525,0.3,0.05611386059430736,0.21398033827271457,5.340016037203006
2004.02.12.13.22.39,0.07762277416041877,0.444,0.07760498435587602,0.4477488811593342,5.7199707792253,0.09294257404608772,0.454,0.09292757088853668,0.11760727403785243,4.884736673796808,0.10421540638377022,0.984,0.10420585682409837,2.3669886579075623,9.441982084457344,0.054829943062618625,0.308,0.05476019882421014,0.20295430083462174,5.617368590885606
2004.02.12.13.32.39,0.07782555832949016,0.405,0.07777670281156171,0.34144531637324205,5.203945961882484,0.09496679775469556,0.425,0.09495022834676946,0.13740794134351386,4.475248297808233,0.10522980038312282,0.676,0.10521330186669439,1.1526700310009694,6.42403575354895,0.055626265347265356,0.229,0.05554122138456876,0.0922079817125856,4.116760285278758
2004.02.12.13.42.39,0.07893316063389487,0.471,0.07890076758853636,0.5964296522845243,5.967073866262322,0.09547548411192398,0.479,0.09547240956006875,0.24252431667987118,5.01699472336247,0.10676083037492612,0.935,0.10675132239905145,2.455067043287835,8.75789366489973,0.054763918928490224,0.229,0.05467779985043215,0.08156366142840543,4.181585329914468
2004.02.12.13.52.39,0.07902854786058722,0.415,0.07901527413866473,0.5063801110635779,5.25126693118661,0.09566555793288081,0.486,0.09565077571662685,0.1524805052472984,5.080198250042913,0.10561785917984882,0.889,0.10560172145723337,1.9139070690457816,8.41713709123935,0.0553470134201589,0.242,0.055266462730419484,0.15035076952771353,4.372412982122301
2004.02.12.14.02.39,0.07936328499916934,0.381,0.07934267114626249,0.3844068433999399,4.8007085392696105,0.09608866576997063,0.486,0.0960804795538101,0.15647949156404461,5.057828580567963,0.10640429169453469,0.703,0.10640111111905644,1.2867130291679612,6.606876365646712,0.0552470092516328,0.266,0.05516899004242454,0.1642612881271437,4.8147402656396014
2004.02.12.14.12.39,0.07948672040475141,0.344,0.0794662982995861,0.4149724425540562,4.327766930731702,0.09433478732476888,0.417,0.0943236616027932,0.13348614812498472,4.420426566123301,0.10652850378720535,0.972,0.10652067291567936,1.9633041034020016,9.124318519873386,0.054752911773313484,0.293,0.054686116106582576,0.22840644374572117,5.351313574208996
2004.02.12.14.22.39,0.07975294340914243,0.393,0.0797213154805794,0.5200740317916859,4.927717814549634,0.09627197243113518,0.466,0.09626145878337344,0.18719392868634754,4.840453438650973,0.10519049149972219,0.684,0.10518184895666534,1.2544789369804352,6.502488868034298,0.05664761120708225,0.264,0.056563254002978715,0.08158737502343838,4.660390692114374
2004.02.12.14.32.39,0.07938138784581765,0.437,0.07935676530457537,0.4846810415588352,5.505068780717017,0.09674150883281694,0.667,0.09673244798508457,0.37113042322809875,6.894661950669704,0.10800230439164829,0.847,0.10797619423012692,1.3875381371192281,7.842425259080839,0.056104046321739355,0.22,0.056026067759825444,0.13583281823784876,3.921285797077238
2004.02.12.14.42.39,0.07759187944533484,0.405,0.07756141544378192,0.3099755507638151,5.219618378819285,0.09475114455525722,0.603,0.09473912948408028,0.2615943824726452,6.36403921905493,0.10659309792566601,0.688,0.10657505293881092,1.0225364674782753,6.454451680162116,0.05549978093284468,0.259,0.05540676214731194,0.12719390010867881,4.666685086800482
2004.02.12.14.52.39,0.07774099563514575,0.388,0.07772622576182986,0.36804211992333746,4.990931706367161,0.09624643586136385,0.442,0.09623453463755809,0.1566551621494887,4.592377848013713,0.10562862258026053,0.713,0.10560961350007858,1.612231805636073,6.750064353610559,0.05521808370070556,0.237,0.05513231749234612,0.09495604516366152,4.292072163977898
2004.02.12.15.02.39,0.07751394405806931,0.4,0.07748130444469783,0.40420833824649316,5.160361853092411,0.09513670186114098,0.444,0.09511310929708575,0.1738220022516348,4.666968596914897,0.10745514484796377,0.981,0.10742906873284158,2.3155987865544674,9.129390699607711,0.05549451030352574,0.222,0.05540297413201281,0.06474720769999287,4.0003956929393
2004.02.12.15.12.39,0.07827954401833694,0.391,0.07824409152481321,0.3419917127536731,4.9949192334131185,0.0946834910454959,0.522,0.09467402171759616,0.2331517446347866,5.51310470533006,0.10655456096709622,0.728,0.10654673201069681,1.20232900829488,6.832180559824225,0.05516388093459003,0.276,0.0550811219688405,0.12458150930044987,5.003273796621815
2004.02.12.15.22.39,0.07886118143611597,0.488,0.07882328465921551,0.5350200636292444,6.188088881160373,0.09587704859488337,0.474,0.09586485510864251,0.2907499147594046,4.943831781919242,0.10490864841241046,0.776,0.10489343899190674,2.017434683384363,7.396911615422175,0.05524736189261664,0.283,0.055170471660233346,0.23456109917488455,5.1224165336629515
2004.02.12.15.32.39,0.07858236746600665,0.403,0.07854943500876595,0.4890447103350155,5.128376924687727,0.09492215432057668,0.452,0.09490002256116564,0.16550688942182612,4.761796687351606,0.10487340000828083,0.64,0.10486322304910341,0.9570967413089555,6.102596082032865,0.05443486646901965,0.225,0.05432378514244178,0.07349511847943768,4.133380213728523
2004.02.12.15.42.39,0.08023091764702917,0.396,0.08021030375043704,0.4867117699711172,4.935753093865595,0.09489323050308963,0.466,0.09487624042042048,0.16573611797526855,4.910782334308109,0.10490426159867149,0.679,0.10489051470478522,1.1352691918982902,6.472568317554403,0.05680913167270074,0.239,0.05673315964733518,0.14350027256484488,4.207070112899647
2004.02.12.15.52.39,0.07742107025313345,0.388,0.07739824509206823,0.5086729705515918,5.011555623442141,0.09549172595865309,0.466,0.0954708632314405,0.20123385151208062,4.880003951355672,0.10425167981447889,0.684,0.10423525611793269,1.434412997331691,6.561045358858605,0.055391673121254204,0.31,0.055280983252586416,0.17591257833775753,5.596509051485045
2004.02.12.16.02.39,0.07901612461528817,0.376,0.0789911001960303,0.40449241574751404,4.758522413376508,0.09626068173276278,0.476,0.09624420884062142,0.22956064923478525,4.9449057645515415,0.10672920611294737,0.876,0.10669887437146383,1.7143269486039925,8.207687772669866,0.055981837787887734,0.291,0.05588777413449144,0.15277064751953295,5.198114451022201
2004.02.12.16.12.39,0.07823475415576188,0.359,0.07822305672439282,0.40668092875128226,4.588753475025269,0.097852774505967,0.483,0.0978430192337219,0.3069613520962955,4.9359867662265104,0.10813122588650677,0.657,0.10811800867028608,1.3174828224675945,6.0759507220382325,0.0555853180965138,0.227,0.05552381479918914,0.11426623085635024,4.083812196700139
2004.02.12.16.22.39,0.07812870584960675,0.356,0.07810817348945771,0.4218788787843972,4.556583859014373,0.09525619930408401,0.403,0.09524338589818886,0.11379389122156924,4.230695775647242,0.10287416843527825,0.825,0.10286761100829787,1.426502408342559,8.019505892959286,0.055627612298210324,0.286,0.05554223759655581,0.19588019455594186,5.141331583077875
2004.02.12.16.32.39,0.07686189103169887,0.413,0.0768349867352462,0.409627806173567,5.373273991264062,0.09595532942020796,0.461,0.09594404233362833,0.17308568677687886,4.804318871974135,0.10628541643185932,0.754,0.10627495488605822,1.3472119328296017,7.094105901945609,0.055640146726391504,0.244,0.0555690699783172,0.033498695927733024,4.3853227274877895
2004.02.12.16.42.39,0.07986518700725069,0.457,0.07984444085763023,0.5706517890996232,5.722142739846218,0.09652050689855046,0.442,0.09649366798072358,0.2158220815230112,4.579337740782606,0.10492086955028299,0.764,0.10491064749679575,1.1663803941882165,7.281678118706932,0.05646707809160241,0.264,0.05638668115044986,0.1600982637971602,4.675290610428472
2004.02.12.16.52.39,0.07742917473155306,0.378,0.07739473796891023,0.35696928410462325,4.881880780862329,0.09548428550969461,0.581,0.0954686220962875,0.2629708782870037,6.084770880345651,0.10745294982354486,0.798,0.10742851105763256,1.8640022241691012,7.426506217934875,0.05610140094061824,0.308,0.05603325857244237,0.2587931953743996,5.490058979561123
2004.02.12.17.02.39,0.0784612560514543,0.498,0.07843592197971996,0.6561008820895786,6.347081668861065,0.09679553772280453,0.457,0.09677743551173795,0.2754390482884208,4.721292021835973,0.1068019414032348,0.989,0.10678105681252416,2.579939922114936,9.260131295422738,0.05663766457780657,0.239,0.05653621499814828,0.09751879968846033,4.219806762541759
2004.02.12.17.12.39,0.0785959604559929,0.371,0.0785564847778313,0.5058926832599493,4.720344377084477,0.09723323431558137,0.427,0.09722928134675946,0.199298307828633,4.391502586596303,0.10717779907814107,0.845,0.10715440930270256,2.2355183820764024,7.884095468166204,0.0563313886017101,0.251,0.05623423520470751,0.13207301349276568,4.455775123434116
2004.02.12.17.22.39,0.07866142681365101,0.393,0.07864074337814587,0.45311400755295494,4.996095493297081,0.09511981727627464,0.505,0.09511538248705322,0.1483699249076551,5.309093461914799,0.10526330592480339,0.752,0.10525439765563903,1.4017581318007961,7.143989953509572,0.05577357396414879,0.239,0.05570835001522543,0.13869196247633608,4.285183519952102
2004.02.12.17.32.39,0.07762854039078106,0.449,0.07760924722037903,0.4307640222326752,5.783955201781972,0.09504406769855496,0.449,0.09503882941696451,0.13840970362755556,4.724124407470268,0.10299200728431855,0.654,0.1029830622134763,1.1634253579081317,6.3500073184764245,0.05507993835667393,0.239,0.05498149075487366,0.16829482229395554,4.3391479208335175
2004.02.12.17.42.39,0.07820874324224403,0.415,0.07818452198751574,0.488396336752809,5.3063120924290725,0.09458627272644403,0.444,0.09456809680615504,0.18352548549125025,4.694127247027764,0.10185255408401647,0.61,0.10184375518204287,1.0846068355776328,5.989049616731468,0.055519513742917456,0.225,0.055436397360984165,0.06303437345150309,4.052629153811761
2004.02.12.17.52.39,0.07808856431612202,0.469,0.07807192688424591,0.5367816627512911,6.006001059276373,0.09683363683481196,0.583,0.09682734212192422,0.41420969453840817,6.020635174474928,0.10702843632250555,1.057,0.10697666797214522,3.123223334762214,9.875880058781517,0.05538090932069913,0.278,0.05527980886483947,0.18879127338967772,5.019780343261625
2004.02.12.18.02.39,0.07648226248359404,0.361,0.07646238946336022,0.45767000589970763,4.7200486528158985,0.09473453349195055,0.5,0.09471211737457097,0.1890539413388863,5.277906393474606,0.10497783178374197,0.82,0.10495687113962898,1.2872550382771744,7.811172950201799,0.055835726200278796,0.269,0.05572754079392457,0.12323867016073997,4.817703973887903
2004.02.12.18.12.39,0.07891327536794347,0.364,0.07888778445886577,0.3564760255027606,4.612658621794652,0.09578614613301667,0.393,0.09578168676975717,0.13468447519073345,4.1028897796373105,0.10704842790984252,0.745,0.10703397059437048,1.7336051729812523,6.959466986544146,0.05600931972881277,0.317,0.055934326665767774,0.18501727406018942,5.659772365293097
2004.02.12.18.22.39,0.07732266473953077,0.396,0.07729310252096748,0.49828610176171706,5.121396182270311,0.09449837005662783,0.464,0.09448267697850732,0.2704278986319677,4.910137600489295,0.10658380583379272,0.613,0.10654399836493524,1.0687203531583052,5.751342759855236,0.05572195158707092,0.251,0.0556750727563337,0.12818868549583584,4.504508418155246
2004.02.12.18.32.39,0.07824754763529333,0.415,0.0782165673210828,0.3297582489932256,5.303680595004558,0.09602726841526252,0.481,0.09600812912774469,0.18261054425658108,5.008993882028931,0.10460732050820463,0.667,0.10459717282910816,0.9536161721882284,6.376226795214446,0.05622907119333935,0.232,0.05613861633476496,0.11255828767382159,4.125979588072615
2004.02.12.18.42.39,0.0769698265505305,0.405,0.0769404413543257,0.4243128403754697,5.261802165217542,0.09471815381493337,0.442,0.09470997154501697,0.33875130276056176,4.666476089299724,0.10272164250947192,0.696,0.10271336531170668,1.159766503739327,6.775592591754187,0.05521778304543859,0.237,0.055142649627964925,0.15048877346683343,4.292095533878519
2004.02.12.18.52.39,0.07847964256337435,0.396,0.07845660884236823,0.5533985473990728,5.045894541125359,0.09655180007465552,0.496,0.09653634746159101,0.20666512335604592,5.137138816847373,0.10489837995501884,0.698,0.10486679417494764,1.2143407388564906,6.654058912056671,0.056001716805435975,0.259,0.0559095948174752,0.10701659936887475,4.624858214612082
2004.02.12.19.02.39,0.07853956351488958,0.427,0.07851550116945394,0.5791138307510244,5.436750357277566,0.0961099844010106,0.525,0.09610413388099892,0.27134021861314217,5.462491782430043,0.10347393028220622,0.942,0.10345324702229185,1.4894622658892924,9.103742338102624,0.056238176274690174,0.254,0.056148775540309136,0.1447980616240283,4.516504922907893
2004.02.12.19.12.39,0.07938090836770041,0.532,0.07935929787647135,0.6276825132083981,6.7018633439632875,0.09549046551308801,0.471,0.09548311907574313,0.1479687682553763,4.932429614508941,0.1042355835824102,0.664,0.10422358247172192,1.5309454622456435,6.370185470061016,0.05526933697245698,0.247,0.05517803243437085,0.12845707348672342,4.469024119523823
2004.02.12.19.22.39,0.07691333012919477,0.386,0.07688593782324231,0.3985078570542333,5.018635902926301,0.09580923148575311,0.671,0.0957881448752007,0.2914047717655528,7.00350049358008,0.10317487714282726,0.608,0.10315118530006591,1.089851746767514,5.892907428989057,0.057307236757373196,0.271,0.05722862037213561,0.19006593106381153,4.728896651348888
2004.02.12.19.32.39,0.07662792325938943,0.4,0.07660347064112379,0.42524278547334626,5.220029239810919,0.09407310493581907,0.391,0.09406047996697661,0.13222403089331092,4.156342030666022,0.10526469334046673,0.688,0.10522497801699895,1.3981050792716703,6.535904662494402,0.05508184207315397,0.232,0.05497639910453814,0.05258921929672944,4.211914330894776
2004.02.12.19.42.39,0.07833920727505721,0.442,0.07831092036327746,0.613387552300388,5.642130107955924,0.09632820331505332,0.505,0.09630855296008982,0.37006095459938315,5.242493710261936,0.10513800152767969,0.71,0.10512398620995649,1.0193944038430143,6.753029253776316,0.05642163657869869,0.3,0.05630399463873608,0.1410640808870447,5.317109148040228
2004.02.12.19.52.39,0.07738031364276786,0.461,0.07734228926780373,0.4843217611881623,5.957587638223358,0.09575426592773492,0.449,0.09574375267413632,0.18317002044542052,4.689086127388384,0.10447311397181933,0.964,0.10446578452641468,2.203556437332323,9.227254394465836,0.055213429992733654,0.244,0.05512973914122199,0.12928426419372574,4.419214673533442
2004.02.12.20.02.39,0.07742347280137335,0.452,0.07739667641153712,0.44941512079219237,5.8380228068506685,0.09501210500592149,0.515,0.09499833772490045,0.34651446607314007,5.420361963014117,0.10305813220353478,0.747,0.10305327382294234,1.3988224926041566,7.248336293585367,0.05433049858202918,0.254,0.0542151765614063,0.12077656875656251,4.675090540840633
2004.02.12.20.12.39,0.07599751100981861,0.347,0.07596992815109174,0.2985831400319756,4.565939007596826,0.09407815562198471,0.415,0.09404866730719441,0.1664830486569655,4.411225935035449,0.10219023983330061,0.706,0.1021727328114492,1.2782639250474128,6.908683267126814,0.05411561290927855,0.254,0.05401478490710878,0.125812815631964,4.693654683830619
2004.02.12.20.22.39,0.07812885896719358,0.388,0.07810908534667003,0.3479309532451049,4.9661546978808655,0.0971620045437162,0.432,0.09715171766160399,0.19158765046308757,4.446182456081686,0.10547439244166093,0.645,0.10546108381747951,1.1733696112988712,6.115228398748604,0.054244776714272226,0.234,0.0541704712950419,0.12973920027649033,4.313779393591508
2004.02.12.20.32.39,0.0786632849704597,0.413,0.07864043941895138,0.41299062915361917,5.250225694936249,0.09569291756789658,0.535,0.0956862422431374,0.23662338717276166,5.590800381025104,0.10591002870213709,1.135,0.10590513829327548,2.795106399579897,10.716643304781746,0.05593206371977638,0.278,0.05585884950444702,0.2198315059854652,4.970315441833146
2004.02.12.20.42.39,0.07712632634090483,0.342,0.07709218438354493,0.3950734414213919,4.434283547855389,0.09561720582002031,0.43,0.09559745401099368,0.20521114305414434,4.497098574595313,0.10459687962153794,0.618,0.10458113390437832,1.065480887483738,5.9083980539008865,0.054547167716201134,0.234,0.05445694717489358,0.06659517349624888,4.289865263352607
2004.02.12.20.52.39,0.07930147000233508,0.391,0.07926025001588348,0.47239362493033044,4.930551728593263,0.09522501953637566,0.474,0.09520879482787777,0.18106024533094756,4.977683410387051,0.10423843189339405,0.586,0.1042246893153648,0.7934352136022502,5.621726932723907,0.05677704218723664,0.273,0.056695171973379234,0.13326432956199286,4.808281472284405
2004.02.12.21.02.39,0.0769426198413264,0.408,0.07691473137716826,0.3944622448109758,5.302652818962897,0.09602583651964128,0.469,0.09600857512341206,0.10599728987559986,4.884102206223114,0.10216575982426182,0.698,0.1021449429969213,1.2396369321629832,6.832034540737027,0.055602065584523255,0.254,0.05553714185533092,0.016962420878489315,4.568175612358914
2004.02.12.21.12.39,0.0771994016001541,0.388,0.07717660830160894,0.37800827777844237,5.025945693330679,0.09451992752440487,0.498,0.09450931138904846,0.17748939152443644,5.268730235446037,0.10593771847322606,0.981,0.10592758644332259,3.3797471613060486,9.260157894073686,0.0551513396362398,0.254,0.05506444069409586,0.07441609631577961,4.605509162158181
2004.02.12.21.22.39,0.07699636792620886,0.381,0.0769754880581645,0.43648657223523335,4.94828535763063,0.09572027040295919,0.486,0.0957070899325029,0.19901698857373784,5.07729447434757,0.10207879563150285,0.618,0.10206894195968959,1.0030363022559836,6.054146663631649,0.05570113776258861,0.237,0.05561769719975506,0.055869597770713764,4.254850251177093
2004.02.12.21.32.39,0.0774460721521555,0.459,0.07742266494288012,0.4911372191123604,5.926704702314913,0.09550188101468866,0.496,0.09549707488323612,0.1388645532315853,5.193614981507147,0.10481296725820116,0.718,0.10479987890217299,1.2221989216192428,6.850297427714695,0.055324842814253664,0.264,0.0552417955106316,0.262734499268757,4.771816539747749
2004.02.12.21.42.39,0.07664165646604577,0.393,0.07661649750797293,0.34600497216470494,5.127759734343805,0.09583315732547243,0.493,0.09582784663424967,0.20601814733940582,5.1443572742329,0.10463893183078418,0.886,0.10463710530750889,1.6468220602844514,8.467211815892638,0.05503973396059546,0.374,0.05494882789970204,0.29584289424633514,6.795090984047224
2004.02.12.21.52.39,0.07695564843578329,0.386,0.07693101411986739,0.4469901117158317,5.015876129249993,0.09564606079349271,0.439,0.09563201566125154,0.13029772122964545,4.5898387906202975,0.10402389181509879,0.762,0.10400340524837648,1.3927113991049564,7.325240256867584,0.05443408158756102,0.232,0.054346964782690965,0.13263561898312126,4.262035717950193
2004.02.12.22.02.39,0.0773247059887718,0.444,0.07728708668931149,0.4880416166718633,5.742019892897783,0.09598725018076945,0.432,0.09598066815149582,0.1715128251316944,4.500597727160945,0.10383587772033867,1.055,0.10382769241597545,1.5791986504746793,10.160264671151845,0.05588791360141073,0.225,0.05579086870787509,0.13780218852221227,4.025915184536796
2004.02.12.22.12.39,0.07577292447823547,0.5,0.07572478230967086,0.5881648615563315,6.598663090318189,0.09416002860199292,0.508,0.09413394505614517,0.2184852588694861,5.395070578698275,0.10348127354555207,0.823,0.10346891776035086,1.785811206843225,7.953129796356038,0.05540936609962706,0.259,0.055324425071541276,0.13806824087626257,4.674300000731162
2004.02.12.22.22.39,0.07668913124793174,0.391,0.07666611091522947,0.3623983965568214,5.09850605473569,0.09648240964597511,0.452,0.09647440785356935,0.10631373773465258,4.684791783896494,0.10606608369939999,0.847,0.10604915986282408,1.6363261543602654,7.985587573879579,0.05579782973140062,0.278,0.055725781619120146,0.17454321743901247,4.982272632076111
2004.02.12.22.32.39,0.07740031675131004,0.439,0.07736800711452506,0.5401611783934817,5.67181141403494,0.0959002057499911,0.554,0.0958833913554008,0.39208311524378114,5.7768384923413105,0.10387668470354645,0.779,0.1038455628396219,1.2466096817065138,7.499276687768648,0.0568191935172713,0.298,0.056715254720615685,0.24514740415535696,5.244706613257668
2004.02.12.22.42.39,0.07795509180220767,0.398,0.07793970891358294,0.3260740035745182,5.105503576467198,0.09790498622708141,0.544,0.0979039796978864,0.19967244170206389,5.556407502455934,0.10422949719699075,0.754,0.10422180931856066,1.3719869623829863,7.23403662376843,0.05570496578304869,0.242,0.05562970985958907,0.05694026772952254,4.344316464397539
2004.02.12.22.52.39,0.07882041185009597,0.437,0.07879662162435905,0.3948251135159331,5.544249132205821,0.0969382235728153,0.608,0.09693044299135768,0.21733489241293658,6.272035710900973,0.10619415559078864,0.801,0.10618929463306602,1.573925098875823,7.542787976831744,0.056413775034754365,0.273,0.05632588527149204,0.18465732027141257,4.839243603744213
2004.02.12.23.02.39,0.07756062271096398,0.383,0.07753322072782137,0.34016117779744404,4.938072782464381,0.09489379780221743,0.515,0.09488157063313363,0.1299100237634785,5.427119705688138,0.10220089146772093,0.728,0.10217547935071862,1.3360804625620712,7.123225536931163,0.05621529528365145,0.242,0.056140107905478354,0.053003907406576456,4.304878214708561
2004.02.12.23.12.39,0.07689052656973988,0.352,0.07686208504330533,0.44613462626943345,4.577937175143874,0.09670710046966562,0.544,0.09669689259077716,0.313454532863942,5.625233280266096,0.10418745828958373,0.601,0.10418358363685198,1.0814898393083068,5.768448620078159,0.0556455474690024,0.273,0.05553203057096304,0.15652472681597418,4.9060529084034235
2004.02.12.23.22.39,0.07824627430976747,0.432,0.07822026971915835,0.4445772787585356,5.521029644041128,0.09559822260908216,0.439,0.09559412598967716,0.17475071680743737,4.592135585984143,0.10377113842452473,0.781,0.10375101182852042,1.442726635952626,7.5261774310015905,0.05519700778093637,0.254,0.055073283907283097,0.14090180994101287,4.601698719033192
2004.02.12.23.32.39,0.07672532972039368,0.415,0.07670657074719212,0.6543006059840124,5.408904745178208,0.09450450577262508,0.457,0.09449990245106124,0.15312245268382751,4.835748266855423,0.09953857263094669,0.686,0.09953258150565242,1.3640326168518468,6.891800654440183,0.05522377771395216,0.266,0.0551500456172588,0.13452407973869107,4.816765730476199
2004.02.12.23.42.39,0.07738254866499697,0.427,0.07737065656039972,0.3863550827223339,5.518040015049906,0.09595587975405677,0.42,0.09595129608582958,0.10635006705002104,4.377011612800553,0.1057414015139795,0.759,0.10573784994618085,1.0985282762006534,7.1778885955058644,0.056204660546857674,0.408,0.05611326805603862,0.33710740360628844,7.2591844880879846
