Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Power_Index,Wear_Intensity,Thermal_Stress_Index,Failure Probability,Equipment Health Risk Index,Risk Level
298.6,309.8,1637,34.6,207,56640.200000000004,7162.200000000001,10719.08,0.045539664744488804,4.55396647444888,Healthy
299.2,310.6,1370,61.9,42,84803.0,2599.7999999999997,19226.14,0.04471308253988053,4.471308253988053,Healthy
300.6,311.8,1501,44.8,226,67244.8,10124.8,13968.64,0.043509569806592444,4.3509569806592445,Healthy
300.9,312.0,1397,42.7,212,59651.9,9052.400000000001,13322.400000000001,0.04038895371502701,4.038895371502701,Healthy
298.8,310.5,1464,46.4,207,67929.59999999999,9604.8,14407.199999999999,0.03791981791255787,3.791981791255787,Healthy
300.3,311.8,2141,18.5,204,39608.5,3774.0,5768.3,0.03607110723123856,3.607110723123856,Healthy
299.0,310.1,1623,33.0,210,53559.0,6930.0,10233.300000000001,0.034867594497950474,3.4867594497950476,Healthy
299.0,309.7,1489,40.7,212,60602.3,8628.400000000001,12604.79,0.034867594497950474,3.4867594497950476,Healthy
300.4,311.8,1553,33.1,209,51404.3,6917.900000000001,10320.58,0.034867594497950474,3.4867594497950476,Healthy
298.5,308.9,1500,40.3,207,60449.99999999999,8342.099999999999,12448.669999999998,0.034867594497950474,3.4867594497950476,Healthy
298.4,309.4,1429,41.8,203,59732.2,8485.4,12932.919999999998,0.033601971428769424,3.3601971428769426,Healthy
299.5,310.8,1873,22.3,211,41767.9,4705.3,6930.84,0.03055950385571113,3.055950385571113,Healthy
297.3,308.3,1309,61.5,56,80503.5,3444.0,18960.45,0.03055950385571113,3.055950385571113,Healthy
299.6,310.7,1922,23.3,205,44782.6,4776.5,7239.31,0.03055950385571113,3.055950385571113,Healthy
299.0,310.0,1458,44.9,221,65464.2,9922.9,13919.0,0.029716883468488674,2.9716883468488673,Healthy
299.6,310.9,1630,29.8,206,48574.0,6138.8,9264.82,0.029716883468488674,2.9716883468488673,Healthy
299.4,310.7,1492,45.7,219,68184.40000000001,10008.300000000001,14198.99,0.029716883468488674,2.9716883468488673,Healthy
297.2,307.9,1337,58.1,184,77679.7,10690.4,17888.989999999998,0.028890301263880404,2.8890301263880405,Healthy
299.7,310.9,1620,37.2,203,60264.00000000001,7551.6,11565.48,0.02784798398367495,2.784798398367495,Healthy
298.1,308.7,1683,29.1,161,48975.3,4685.1,8983.17,0.02756844089451419,2.7568440894514192,Healthy
300.9,312.0,1441,43.8,210,63115.799999999996,9198.0,13665.599999999999,0.025399036984700224,2.5399036984700225,Healthy
298.4,309.2,2118,17.7,210,37488.6,3717.0,5472.839999999999,0.025399036984700224,2.5399036984700225,Healthy
298.7,309.9,1654,29.1,195,48131.4,5674.5,9018.09,0.025399036984700224,2.5399036984700225,Healthy
300.4,311.8,2496,13.5,5,33696.0,67.5,4209.3,0.024205280092961252,2.420528009296125,Healthy
297.4,308.6,1528,29.1,163,44464.8,4743.3,8980.26,0.023445683076039052,2.344568307603905,Healthy
298.8,309.6,1309,57.4,185,75136.59999999999,10619.0,17771.04,0.023128466427155697,2.3128466427155696,Healthy
298.5,309.7,1354,60.8,96,82323.2,5836.799999999999,18829.76,0.020248325955238424,2.024832595523842,Healthy
298.5,309.0,1458,44.8,217,65318.399999999994,9721.599999999999,13843.199999999999,0.020248325955238424,2.024832595523842,Healthy
298.9,310.3,1243,63.0,163,78309.0,10269.0,19548.9,0.020248325955238424,2.024832595523842,Healthy
297.5,308.4,1433,50.0,218,71650.0,10900.0,15419.999999999998,0.020248325955238424,2.024832595523842,Healthy
298.9,310.2,1304,57.2,183,74588.8,10467.6,17743.44,0.020248325955238424,2.024832595523842,Healthy
298.8,309.7,1225,63.4,37,77665.0,2345.7999999999997,19634.98,0.020248325955238424,2.024832595523842,Healthy
297.7,308.1,1697,29.1,179,49382.700000000004,5208.900000000001,8965.710000000001,0.020248325955238424,2.024832595523842,Healthy
298.3,309.6,1469,54.8,191,80501.2,10466.8,16966.08,0.0198874336091728,1.9887433609172798,Healthy
298.9,308.6,1771,24.1,213,42681.100000000006,5133.3,7437.260000000001,0.0198874336091728,1.9887433609172798,Healthy
298.5,309.7,1552,34.0,205,52768.0,6970.0,10529.8,0.0198874336091728,1.9887433609172798,Healthy
298.8,309.8,1288,61.9,79,79727.2,4890.099999999999,19176.62,0.0198874336091728,1.9887433609172798,Healthy
299.1,310.4,1369,54.5,104,74610.5,5668.0,16916.8,0.01963720214797552,1.963720214797552,Healthy
299.0,310.1,1362,59.5,46,81039.0,2737.0,18450.95,0.018443445256236545,1.8443445256236546,Healthy
298.7,309.8,1695,29.0,145,49155.0,4205.0,8984.2,0.018294972046577256,1.8294972046577256,Healthy
298.8,308.6,1507,42.3,207,63746.1,8756.099999999999,13053.78,0.01777919015276929,1.777919015276929,Healthy
299.2,309.9,1516,41.4,219,62762.4,9066.6,12829.859999999999,0.01777919015276929,1.777919015276929,Healthy
297.6,308.6,2384,14.4,171,34329.6,2462.4,4443.84,0.01597430945376741,1.5974309453767412,Healthy
297.5,308.4,1633,33.3,213,54378.899999999994,7092.9,10269.719999999998,0.015334964473370327,1.5334964473370327,Healthy
298.8,310.6,1803,25.4,209,45796.2,5308.599999999999,7889.24,0.014736722579711,1.4736722579711001,Healthy
298.2,308.7,1269,60.9,163,77282.09999999999,9926.699999999999,18799.829999999998,0.014736722579711,1.4736722579711001,Healthy
298.2,308.8,1354,60.9,32,82458.59999999999,1948.8,18805.920000000002,0.014736722579711,1.4736722579711001,Healthy
298.9,309.8,2450,13.9,89,34055.0,1237.1000000000001,4306.22,0.014736722579711,1.4736722579711001,Healthy
297.3,308.5,1664,28.9,174,48089.6,5028.599999999999,8915.65,0.014736722579711,1.4736722579711001,Healthy
299.5,310.8,1356,54.9,72,74444.4,3952.7999999999997,17062.920000000002,0.014486491118513722,1.4486491118513722,Healthy
300.7,311.9,1366,55.1,36,75266.6,1983.6000000000001,17185.69,0.014486491118513722,1.4486491118513722,Healthy
300.9,312.0,1375,56.1,182,77137.5,10210.2,17503.2,0.014486491118513722,1.4486491118513722,Healthy
297.5,308.2,1327,56.5,189,74975.5,10678.5,17413.3,0.014486491118513722,1.4486491118513722,Healthy
297.2,307.9,1747,29.0,188,50663.0,5452.0,8929.099999999999,0.014253630792271387,1.4253630792271388,Healthy
300.3,311.8,1360,48.0,119,65280.0,5712.0,14966.400000000001,0.014125598772448091,1.4125598772448091,Healthy
299.9,311.4,1596,28.9,160,46124.399999999994,4624.0,8999.46,0.01278336867104983,1.278336867104983,Healthy
298.5,309.8,1593,35.1,203,55914.3,7125.3,10873.980000000001,0.012653389246377666,1.2653389246377666,Healthy
298.4,308.9,1501,50.0,203,75050.0,10150.0,15444.999999999998,0.012267586777241865,1.2267586777241866,Healthy
297.9,309.0,2456,13.9,82,34138.4,1139.8,4295.1,0.012267586777241865,1.2267586777241866,Healthy
299.0,310.5,1336,56.8,136,75884.8,7724.799999999999,17636.399999999998,0.012267586777241865,1.2267586777241866,Healthy
297.4,308.3,1475,40.5,222,59737.5,8991.0,12486.15,0.012267586777241865,1.2267586777241866,Healthy
298.5,309.5,1385,46.3,203,64125.49999999999,9398.9,14329.849999999999,0.012267586777241865,1.2267586777241866,Healthy
298.5,309.0,1450,40.5,199,58725.0,8059.5,12514.5,0.012188065944374387,1.2188065944374387,Healthy
297.1,308.4,1543,39.6,205,61102.8,8118.0,12212.64,0.01204226543911476,1.204226543911476,Healthy
299.1,310.1,1373,55.6,108,76338.8,6004.8,17241.56,0.012017355316044587,1.2017355316044587,Healthy
298.7,309.9,1371,51.3,201,70332.3,10311.3,15897.869999999997,0.012017355316044587,1.2017355316044587,Healthy
298.5,308.9,1725,31.9,205,55027.5,6539.5,9853.909999999998,0.011656462969978956,1.1656462969978956,Healthy
298.9,309.6,1567,34.5,204,54061.5,7038.0,10681.2,0.01018425344390853,1.018425344390853,Healthy
299.7,311.0,1983,21.0,201,41643.0,4221.0,6531.0,0.01018425344390853,1.018425344390853,Healthy
298.2,309.1,1651,28.8,186,47548.8,5356.8,8902.080000000002,0.008974887742986295,0.8974887742986295,Healthy
298.6,309.9,1356,59.5,34,80682.0,2023.0,18439.05,0.008974887742986295,0.8974887742986295,Healthy
299.6,310.9,1530,38.8,198,59363.99999999999,7682.4,12062.919999999998,0.008974887742986295,0.8974887742986295,Healthy
299.0,310.1,1375,48.9,59,67237.5,2885.1,15163.890000000001,0.008974887742986295,0.8974887742986295,Healthy
300.3,311.6,1359,54.1,81,73521.90000000001,4382.1,16857.56,0.008974887742986295,0.8974887742986295,Healthy
299.5,310.8,1374,48.3,154,66364.2,7438.2,15011.64,0.008974887742986295,0.8974887742986295,Healthy
298.9,310.0,1348,58.2,163,78453.6,9486.6,18042.0,0.008974887742986295,0.8974887742986295,Healthy
298.7,309.9,1411,45.1,51,63636.1,2300.1,13976.49,0.008974887742986295,0.8974887742986295,Healthy
298.2,307.8,1355,59.4,115,80487.0,6831.0,18283.32,0.008974887742986295,0.8974887742986295,Healthy
299.0,310.0,1341,58.9,126,78984.9,7421.4,18259.0,0.008974887742986295,0.8974887742986295,Healthy
298.5,309.6,1364,58.7,123,80066.8,7220.1,18173.52,0.008974887742986295,0.8974887742986295,Healthy
299.1,310.5,1329,54.9,58,72962.09999999999,3184.2,17046.45,0.008974887742986295,0.8974887742986295,Healthy
299.4,310.6,1348,54.5,22,73466.0,1199.0,16927.7,0.008974887742986295,0.8974887742986295,Healthy
300.2,311.6,1375,56.9,155,78237.5,8819.5,17730.04,0.008974887742986295,0.8974887742986295,Healthy
300.4,311.8,1367,57.2,10,78192.40000000001,572.0,17834.960000000003,0.008974887742986295,0.8974887742986295,Healthy
297.4,308.4,1789,25.0,210,44725.0,5250.0,7709.999999999999,0.006891554409652964,0.6891554409652964,Healthy
297.1,308.5,1323,44.4,207,58741.2,9190.8,13697.4,0.006891554409652964,0.6891554409652964,Healthy
298.0,308.5,1702,26.7,203,45443.4,5420.099999999999,8236.949999999999,0.006891554409652964,0.6891554409652964,Healthy
297.0,307.7,1315,60.1,128,79031.5,7692.8,18492.77,0.006891554409652964,0.6891554409652964,Healthy
297.5,308.6,1355,58.9,138,79809.5,8128.2,18176.54,0.006891554409652964,0.6891554409652964,Healthy
299.0,310.0,1338,56.4,29,75463.2,1635.6,17484.0,0.006505751940517161,0.6505751940517162,Healthy
298.9,309.9,1376,51.0,32,70176.0,1632.0,15804.9,0.006505751940517161,0.6505751940517162,Healthy
299.2,310.5,1329,48.9,30,64988.1,1467.0,15183.449999999999,0.006505751940517161,0.6505751940517162,Healthy
297.5,308.7,1363,53.6,194,73056.8,10398.4,16546.32,0.006505751940517161,0.6505751940517162,Healthy
299.0,310.0,1360,48.1,37,65416.0,1779.7,14911.0,0.006505751940517161,0.6505751940517162,Healthy
299.1,310.1,1367,45.6,44,62335.200000000004,2006.4,14140.560000000001,0.006505751940517161,0.6505751940517162,Healthy
297.2,308.4,1605,30.0,183,48150.0,5490.0,9252.0,0.006505751940517161,0.6505751940517162,Healthy
297.5,308.6,1380,53.5,192,73830.0,10272.0,16510.100000000002,0.006505751940517161,0.6505751940517162,Healthy
299.1,310.6,1332,48.0,148,63936.0,7104.0,14908.800000000001,0.006505751940517161,0.6505751940517162,Healthy
298.9,310.0,1323,52.9,106,69986.7,5607.4,16399.0,0.006505751940517161,0.6505751940517162,Healthy
298.6,309.9,1393,45.5,38,63381.5,1729.0,14100.449999999999,0.006505751940517161,0.6505751940517162,Healthy
299.3,310.4,1365,53.9,171,73573.5,9216.9,16730.559999999998,0.006505751940517161,0.6505751940517162,Healthy
299.0,310.0,1337,57.4,146,76743.8,8380.4,17794.0,0.006505751940517161,0.6505751940517162,Healthy
297.3,308.7,1438,46.2,16,66435.6,739.2,14261.94,0.006505751940517161,0.6505751940517162,Healthy
298.7,309.9,1372,54.7,44,75048.40000000001,2406.8,16951.53,0.006505751940517161,0.6505751940517162,Healthy
298.9,309.9,1365,46.5,75,63472.5,3487.5,14410.349999999999,0.006505751940517161,0.6505751940517162,Healthy
298.8,309.9,1351,47.2,73,63767.200000000004,3445.6000000000004,14627.28,0.006505751940517161,0.6505751940517162,Healthy
300.8,312.0,1374,50.2,154,68974.8,7730.8,15662.400000000001,0.006505751940517161,0.6505751940517162,Healthy
297.2,308.2,1405,42.5,204,59712.5,8670.0,13098.5,0.006505751940517161,0.6505751940517162,Healthy
298.9,309.9,1357,54.5,121,73956.5,6594.5,16889.55,0.006505751940517161,0.6505751940517162,Healthy
298.9,310.1,1356,47.8,116,64816.799999999996,5544.799999999999,14822.78,0.006505751940517161,0.6505751940517162,Healthy
298.9,309.9,1309,56.2,119,73565.8,6687.8,17416.38,0.006505751940517161,0.6505751940517162,Healthy
299.1,310.6,1326,49.7,78,65902.2,3876.6000000000004,15436.820000000002,0.006505751940517161,0.6505751940517162,Healthy
300.2,311.4,1331,49.8,143,66283.8,7121.4,15507.719999999998,0.006505751940517161,0.6505751940517162,Healthy
299.0,310.0,1387,45.2,110,62692.4,4972.0,14012.0,0.006505751940517161,0.6505751940517162,Healthy
300.3,311.7,1333,55.2,18,73581.6,993.6,17205.84,0.006505751940517161,0.6505751940517162,Healthy
298.4,309.2,1345,52.7,196,70881.5,10329.2,16294.84,0.006505751940517161,0.6505751940517162,Healthy
299.0,310.4,1339,49.6,94,66414.40000000001,4662.400000000001,15395.84,0.006505751940517161,0.6505751940517162,Healthy
299.5,310.8,1283,52.4,112,67229.2,5868.8,16285.92,0.006505751940517161,0.6505751940517162,Healthy
299.4,310.5,1372,46.3,173,63523.6,8009.9,14376.15,0.006505751940517161,0.6505751940517162,Healthy
299.6,310.8,1393,49.9,78,69510.7,3892.2,15508.92,0.006505751940517161,0.6505751940517162,Healthy
299.7,311.1,1353,47.1,143,63726.3,6735.3,14652.810000000001,0.006505751940517161,0.6505751940517162,Healthy
298.8,310.0,1295,52.7,74,68246.5,3899.8,16337.0,0.006505751940517161,0.6505751940517162,Healthy
299.9,311.3,1371,52.3,167,71703.3,8734.1,16280.99,0.006505751940517161,0.6505751940517162,Healthy
299.7,311.2,1352,52.1,176,70439.2,9169.6,16213.52,0.006505751940517161,0.6505751940517162,Healthy
298.7,310.0,1519,38.1,198,57873.9,7543.8,11811.0,0.006505751940517161,0.6505751940517162,Healthy
299.5,310.9,1378,48.7,119,67108.6,5795.3,15140.83,0.006505751940517161,0.6505751940517162,Healthy
298.6,309.9,1615,28.8,199,46512.0,5731.2,8925.119999999999,0.006505751940517161,0.6505751940517162,Healthy
298.8,309.7,1439,45.8,81,65906.2,3709.7999999999997,14184.259999999998,0.006505751940517161,0.6505751940517162,Healthy
298.4,309.5,1376,50.4,202,69350.4,10180.8,15598.8,0.006505751940517161,0.6505751940517162,Healthy
299.1,310.3,1233,59.0,81,72747.0,4779.0,18307.7,0.006505751940517161,0.6505751940517162,Healthy
298.1,308.6,1439,44.9,205,64611.1,9204.5,13856.140000000001,0.006505751940517161,0.6505751940517162,Healthy
297.3,308.3,2358,14.9,49,35134.200000000004,730.1,4593.67,0.006505751940517161,0.6505751940517162,Healthy
299.1,310.7,1309,51.1,188,66889.90000000001,9606.800000000001,15876.77,0.006505751940517161,0.6505751940517162,Healthy
298.9,309.9,1373,52.1,108,71533.3,5626.8,16145.789999999999,0.006505751940517161,0.6505751940517162,Healthy
299.2,310.4,1379,46.8,39,64537.2,1825.1999999999998,14526.719999999998,0.006505751940517161,0.6505751940517162,Healthy
298.8,309.7,1374,58.6,123,80516.40000000001,7207.8,18148.42,0.006505751940517161,0.6505751940517162,Healthy
298.9,310.6,1363,52.6,190,71693.8,9994.0,16337.560000000001,0.006505751940517161,0.6505751940517162,Healthy
299.1,310.2,1352,52.8,41,71385.59999999999,2164.7999999999997,16378.559999999998,0.006505751940517161,0.6505751940517162,Healthy
298.8,310.5,1384,52.8,200,73075.2,10560.0,16394.399999999998,0.006505751940517161,0.6505751940517162,Healthy
299.0,310.2,1298,57.2,10,74245.6,572.0,17743.44,0.006505751940517161,0.6505751940517162,Healthy
300.1,311.4,1356,45.7,149,61969.200000000004,6809.3,14230.98,0.006505751940517161,0.6505751940517162,Healthy
299.9,311.2,1364,49.6,50,67654.40000000001,2480.0,15435.52,0.006505751940517161,0.6505751940517162,Healthy
299.2,310.4,1325,52.0,34,68900.0,1768.0,16140.8,0.006505751940517161,0.6505751940517162,Healthy
298.6,309.1,1487,43.2,206,64238.4,8899.2,13353.120000000003,0.006505751940517161,0.6505751940517162,Healthy
299.3,310.5,1281,59.8,15,76603.8,897.0,18567.899999999998,0.006505751940517161,0.6505751940517162,Healthy
300.2,311.6,1356,53.5,132,72546.0,7062.0,16670.600000000002,0.006505751940517161,0.6505751940517162,Healthy
298.9,310.1,1341,54.5,51,73084.5,2779.5,16900.45,0.006505751940517161,0.6505751940517162,Healthy
300.3,311.7,1406,47.5,14,66785.0,665.0,14805.75,0.006328399807857765,0.6328399807857765,Healthy
297.5,308.8,1824,24.0,179,43776.0,4296.0,7411.200000000001,0.006022660153077548,0.6022660153077548,Healthy
298.7,308.4,1694,28.7,195,48617.799999999996,5596.5,8851.08,0.006022660153077548,0.6022660153077548,Healthy
298.7,310.1,1435,45.6,37,65436.0,1687.2,14140.560000000001,0.005918380428035516,0.5918380428035516,Healthy
298.7,309.9,1404,47.1,64,66128.40000000001,3014.4,14596.289999999999,0.005918380428035516,0.5918380428035516,Healthy
